,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,num_rooms,factor
46223,2304,3,2,Urban,1966,176645,5,76.67
46224,1032,2,2,Rural,1968,97444,4,94.42
46225,1798,2,1,Rural,2000,140316,3,78.04
46226,1547,3,2,Suburb,2012,174996,5,113.12
46227,2366,2,2,Suburb,1962,211579,4,89.42
46228,1890,5,2,Rural,2007,190022,7,100.54
46229,2262,4,2,Urban,2014,240358,6,106.26
46230,2515,2,1,Suburb,2021,294759,3,117.2
46231,1728,3,2,Suburb,1986,229348,5,132.72
46232,2200,5,3,Urban,2000,282387,8,128.36
46233,1043,5,2,Suburb,1990,189252,7,181.45
46234,1303,5,1,Rural,2002,123050,6,94.44
46235,2693,5,2,Suburb,1967,305963,7,113.61
46236,1268,4,3,Suburb,1990,193387,7,152.51
46237,1682,5,2,Suburb,2009,181838,7,108.11
46238,2756,5,1,Urban,2015,306864,6,111.34
46239,1399,5,2,Rural,1980,173588,7,124.08
46240,2765,3,1,Urban,2010,320482,4,115.91
46241,1602,3,2,Suburb,1978,247184,5,154.3
46242,1921,3,2,Urban,1961,220756,5,114.92
46243,1970,3,2,Rural,1970,252803,5,128.33
46244,1430,2,1,Suburb,1964,143247,3,100.17
46245,1420,5,3,Urban,2002,270501,8,190.49
46246,1130,2,2,Rural,1975,162192,4,143.53
46247,2433,2,1,Suburb,1987,210830,3,86.65
46248,2761,2,2,Suburb,1984,269063,4,97.45
46249,2248,4,2,Suburb,1968,234782,6,104.44
46250,2166,5,1,Urban,2007,241223,6,111.37
46251,1577,5,2,Suburb,1998,247782,7,157.12
46252,1539,2,1,Urban,1997,201693,3,131.05
46253,1124,3,1,Suburb,1998,58747,4,52.27
46254,2235,4,2,Suburb,2002,237413,6,106.23
46255,1933,2,2,Rural,1973,230691,4,119.34
46256,2451,2,1,Rural,2012,244140,3,99.61
46257,2460,4,1,Rural,2011,304490,5,123.78
46258,1591,2,3,Rural,1993,167161,5,105.07
46259,2261,5,1,Urban,1968,249994,6,110.57
46260,1643,3,2,Rural,1970,164968,5,100.41
46261,1327,3,1,Rural,2017,176392,4,132.93
46262,1811,3,2,Rural,1997,243928,5,134.69
46263,2142,3,3,Rural,1963,202737,6,94.65
46264,1045,2,1,Rural,1988,156444,3,149.71
46265,1083,3,2,Rural,2014,144626,5,133.54
46266,1793,2,2,Suburb,1963,247942,4,138.28
46267,1351,5,2,Suburb,1950,153793,7,113.84
46268,2036,2,2,Rural,1966,231559,4,113.73
46269,1636,2,3,Suburb,1981,227259,5,138.91
46270,2860,2,2,Urban,2010,265045,4,92.67
46271,2195,4,1,Suburb,2012,235320,5,107.21
46272,1233,4,3,Suburb,1986,68133,7,55.26
46273,2204,4,2,Urban,2011,177362,6,80.47
46274,2074,5,3,Urban,1996,195821,8,94.42
46275,1780,3,1,Suburb,2003,177161,4,99.53
46276,1680,2,3,Suburb,1950,167966,5,99.98
46277,2418,2,3,Urban,2010,326590,5,135.07
46278,1932,3,2,Suburb,1986,275681,5,142.69
46279,2851,4,2,Rural,1989,272846,6,95.7
46280,2823,5,2,Urban,1955,308664,7,109.34
46281,2452,2,2,Rural,1986,293041,4,119.51
46282,2297,3,1,Rural,1956,217033,4,94.49
46283,1860,4,1,Suburb,2014,222683,5,119.72
46284,2230,5,3,Rural,1969,271229,8,121.63
46285,1147,3,1,Urban,2005,85873,4,74.87
46286,1299,3,2,Urban,2010,261608,5,201.39
46287,2955,2,1,Urban,1960,294786,3,99.76
46288,2476,5,3,Suburb,2018,304620,8,123.03
46289,1548,5,1,Urban,2005,148797,6,96.12
46290,2696,4,3,Suburb,2008,361160,7,133.96
46291,1977,4,3,Suburb,1955,150562,7,76.16
46292,1382,2,2,Suburb,1995,202472,4,146.51
46293,2810,5,3,Suburb,1997,322745,8,114.86
46294,2970,4,3,Suburb,1967,357621,7,120.41
46295,1799,5,2,Urban,1951,211215,7,117.41
46296,2641,3,3,Urban,2000,286919,6,108.64
46297,1533,3,1,Rural,1978,160893,4,104.95
46298,2256,3,1,Rural,2015,216621,4,96.02
46299,2657,5,1,Rural,1982,294316,6,110.77
46300,2152,2,3,Urban,1966,182059,5,84.6
46301,2845,4,3,Urban,1954,354875,7,124.74
46302,2752,2,2,Rural,1980,315121,4,114.51
46303,2683,2,3,Rural,2017,284429,5,106.01
46304,1569,2,3,Rural,1953,156030,5,99.45
46305,1930,2,1,Suburb,1970,174945,3,90.65
46306,1236,4,1,Rural,1974,140871,5,113.97
46307,2605,3,3,Suburb,1998,180172,6,69.16
46308,1965,3,2,Suburb,1993,225515,5,114.77
46309,1700,3,1,Suburb,2011,198053,4,116.5
46310,1753,5,3,Urban,1986,173869,8,99.18
46311,1574,5,2,Urban,1964,180646,7,114.77
46312,2508,4,2,Suburb,1982,278979,6,111.24
46313,2264,4,3,Rural,2015,196800,7,86.93
46314,1956,4,1,Suburb,1979,199095,5,101.79
46315,2016,3,2,Rural,2019,304527,5,151.06
46316,2720,4,2,Urban,1965,367382,6,135.07
46317,1770,3,2,Rural,2016,259329,5,146.51
46318,2764,3,1,Urban,1988,323231,4,116.94
46319,1222,2,3,Rural,2018,275108,5,225.13
46320,2122,5,2,Suburb,1959,215133,7,101.38
46321,2782,5,1,Rural,1972,285110,6,102.48
46322,1556,4,1,Rural,2015,169351,5,108.84
46323,1910,2,2,Urban,2002,250984,4,131.41
46324,1272,4,1,Rural,1965,117218,5,92.15
46325,2422,4,2,Rural,2014,315889,6,130.42
46326,2540,5,1,Rural,2001,226177,6,89.05
46327,1429,2,3,Rural,1976,176476,5,123.5
46328,1522,4,1,Rural,1976,63193,5,41.52
46329,1959,4,3,Urban,1995,215269,7,109.89
46330,2371,4,3,Rural,1959,230509,7,97.22
46331,1909,3,2,Urban,1983,192937,5,101.07
46332,2574,5,1,Rural,1952,325652,6,126.52
46333,1450,3,3,Urban,2009,205606,6,141.8
46334,2974,4,2,Urban,1975,370774,6,124.67
46335,2011,2,1,Suburb,1965,151350,3,75.26
46336,1041,3,3,Rural,2017,137230,6,131.83
46337,2738,3,1,Rural,1986,262218,4,95.77
46338,1093,4,1,Suburb,2014,154988,5,141.8
46339,1485,3,2,Rural,1977,92253,5,62.12
46340,1516,2,2,Suburb,1971,211881,4,139.76
46341,2587,2,2,Rural,2003,165233,4,63.87
46342,2173,5,1,Suburb,1964,292314,6,134.52
46343,1716,5,3,Suburb,2003,230102,8,134.09
46344,2835,2,1,Suburb,1991,258747,3,91.27
46345,1498,2,1,Suburb,1988,168571,3,112.53
46346,1370,3,2,Suburb,1957,114837,5,83.82
46347,1980,5,1,Urban,1990,203845,6,102.95
46348,1698,3,3,Suburb,1959,143379,6,84.44
46349,1484,2,2,Rural,1954,137510,4,92.66
46350,1664,5,1,Rural,1961,183466,6,110.26
46351,2406,3,3,Rural,2012,256260,6,106.51
46352,1627,5,1,Urban,2015,191259,6,117.55
46353,2684,4,2,Urban,1990,208005,6,77.5
46354,1731,4,1,Rural,2019,151603,5,87.58
46355,1191,4,3,Rural,1962,77119,7,64.75
46356,2768,4,1,Rural,1958,412088,5,148.88
46357,1835,4,3,Rural,1996,209544,7,114.19
46358,2244,5,1,Suburb,1971,265343,6,118.25
46359,2070,2,3,Suburb,1999,293584,5,141.83
46360,1126,3,1,Suburb,1957,170206,4,151.16
46361,2826,2,1,Urban,1996,386900,3,136.91
46362,1726,2,1,Urban,1957,180078,3,104.33
46363,2030,2,3,Suburb,2017,308963,5,152.2
46364,1695,3,1,Urban,1964,202642,4,119.55
46365,2139,4,1,Urban,2013,204867,5,95.78
46366,1563,5,2,Suburb,2020,144964,7,92.75
46367,1365,5,1,Suburb,2000,96422,6,70.64
46368,2069,2,1,Suburb,1968,94031,3,45.45
46369,1392,5,3,Suburb,1973,225210,8,161.79
46370,1953,3,2,Suburb,1999,203771,5,104.34
46371,1022,2,2,Rural,1970,219878,4,215.14
46372,2154,3,2,Suburb,2016,237789,5,110.39
46373,2150,2,2,Suburb,1977,199479,4,92.78
46374,1444,4,3,Suburb,1986,159431,7,110.41
46375,1776,5,1,Suburb,1961,257848,6,145.18
46376,2332,5,1,Suburb,1981,233888,6,100.3
46377,1707,3,3,Suburb,2004,205352,6,120.3
46378,1432,5,3,Suburb,2017,227501,8,158.87
46379,1472,2,3,Rural,1960,173007,5,117.53
46380,2989,4,1,Suburb,1989,378087,5,126.49
46381,1047,5,1,Suburb,2016,83805,6,80.04
46382,2914,4,3,Suburb,1959,306842,7,105.3
46383,2105,3,2,Rural,2002,203376,5,96.62
46384,2132,4,3,Urban,1966,120859,7,56.69
46385,1262,5,3,Suburb,2007,153311,8,121.48
46386,2890,5,2,Rural,1958,376446,7,130.26
46387,2054,3,2,Rural,1961,237769,5,115.76
46388,1357,3,2,Rural,1992,129469,5,95.41
46389,1567,4,2,Urban,1997,173159,6,110.5
46390,1479,4,3,Rural,1977,134995,7,91.27
46391,1866,3,3,Rural,2013,231764,6,124.2
46392,2212,5,1,Rural,1969,243587,6,110.12
46393,2028,4,1,Suburb,2015,176206,5,86.89
46394,2309,3,3,Suburb,1989,246294,6,106.67
46395,2813,4,1,Rural,1980,377023,5,134.03
46396,2680,3,1,Suburb,1963,274411,4,102.39
46397,2417,5,1,Suburb,2015,311488,6,128.87
46398,2478,4,2,Suburb,1998,227956,6,91.99
46399,1707,4,2,Urban,1991,176725,6,103.53
46400,1425,2,2,Rural,2012,128632,4,90.27
46401,2050,2,3,Urban,2017,239678,5,116.92
46402,1126,5,2,Rural,1967,216392,7,192.18
46403,1134,3,1,Suburb,1951,176689,4,155.81
46404,2558,2,3,Rural,1952,336205,5,131.43
46405,1330,2,3,Suburb,1955,153317,5,115.28
46406,2652,5,1,Rural,2014,254542,6,95.98
46407,1391,3,1,Rural,1979,209443,4,150.57
46408,1007,5,2,Rural,1991,107447,7,106.7
46409,1612,4,1,Rural,2007,181350,5,112.5
46410,2284,4,2,Suburb,2015,282649,6,123.75
46411,2222,3,3,Urban,1977,232369,6,104.58
46412,1597,2,2,Urban,2017,260592,4,163.18
46413,2763,5,3,Rural,1986,383292,8,138.72
46414,1385,5,3,Suburb,1996,226377,8,163.45
46415,1471,4,2,Urban,2017,188576,6,128.2
46416,1178,5,3,Rural,1978,132303,8,112.31
46417,1449,2,1,Urban,2017,204380,3,141.05
46418,2263,3,3,Suburb,1997,233923,6,103.37
46419,2547,5,2,Suburb,1983,288945,7,113.45
46420,1814,2,3,Urban,1990,171105,5,94.32
46421,2769,3,2,Urban,1965,322217,5,116.37
46422,2206,5,2,Rural,1954,209235,7,94.85
46423,2817,5,2,Rural,2011,345218,7,122.55
46424,1357,3,3,Suburb,2004,60642,6,44.69
46425,1375,5,1,Urban,1981,245605,6,178.62
46426,2964,5,3,Suburb,2004,285798,8,96.42
46427,1701,5,2,Suburb,1973,209553,7,123.19
46428,1837,4,2,Rural,1974,250228,6,136.22
46429,2750,3,3,Urban,1996,330389,6,120.14
46430,2793,4,2,Rural,1995,273413,6,97.89
46431,1537,3,2,Rural,1998,138439,5,90.07
46432,1781,4,2,Rural,2020,109628,6,61.55
46433,1081,5,3,Rural,1968,106756,8,98.76
46434,2381,2,3,Urban,1969,200014,5,84.0
46435,1184,3,1,Suburb,1994,158219,4,133.63
46436,1287,2,1,Urban,1996,185069,3,143.8
46437,2085,3,3,Urban,2005,271181,6,130.06
46438,1882,3,2,Suburb,2008,170019,5,90.34
46439,1506,5,2,Urban,1992,216132,7,143.51
46440,2485,3,2,Urban,2005,269508,5,108.45
46441,1029,5,3,Rural,1996,49664,8,48.26
46442,2932,5,3,Suburb,1991,237618,8,81.04
46443,1935,5,3,Suburb,1961,251417,8,129.93
46444,1030,4,2,Suburb,1967,152504,6,148.06
46445,2316,4,2,Suburb,1984,160378,6,69.25
46446,2196,5,2,Rural,1982,173749,7,79.12
46447,2637,2,3,Urban,1982,223758,5,84.85
46448,2151,2,2,Suburb,2003,284376,4,132.21
46449,1085,3,3,Urban,2018,114079,6,105.14
46450,2338,2,3,Urban,2019,382930,5,163.79
46451,1027,3,2,Urban,1977,145458,5,141.63
46452,1121,3,1,Urban,1994,86195,4,76.89
46453,2274,3,3,Rural,1984,155211,6,68.25
46454,1572,4,3,Suburb,1960,191067,7,121.54
46455,1402,5,2,Suburb,1964,200277,7,142.85
46456,1682,2,1,Urban,1963,124121,3,73.79
46457,2466,5,1,Rural,2002,333198,6,135.12
46458,1271,5,2,Urban,1981,54717,7,43.05
46459,1836,4,1,Suburb,1955,263017,5,143.26
46460,2835,3,2,Suburb,2006,322293,5,113.68
46461,1112,5,2,Rural,2019,60240,7,54.17
46462,2729,3,1,Suburb,1957,303141,4,111.08
46463,2417,4,3,Suburb,2020,346941,7,143.54
46464,2966,5,1,Urban,2013,319038,6,107.57
46465,1018,2,3,Suburb,1957,197777,5,194.28
46466,2875,5,3,Suburb,2019,195515,8,68.01
46467,1604,4,3,Suburb,1952,137594,7,85.78
46468,2752,4,1,Rural,1972,255345,5,92.79
46469,1464,5,3,Urban,2009,181743,8,124.14
46470,1690,2,2,Suburb,1950,191429,4,113.27
46471,2010,3,2,Suburb,1999,293745,5,146.14
46472,2932,5,3,Rural,1978,379382,8,129.39
46473,2214,5,1,Rural,1956,245657,6,110.96
46474,2516,2,3,Rural,1992,285740,5,113.57
46475,2935,2,2,Rural,1990,313361,4,106.77
46476,2013,4,2,Rural,1992,310181,6,154.09
46477,2972,3,3,Rural,1959,246367,6,82.9
46478,1162,3,1,Suburb,2013,181692,4,156.36
46479,2635,5,2,Urban,2018,323269,7,122.68
46480,1698,3,1,Urban,1984,104391,4,61.48
46481,1294,4,2,Rural,2010,71749,6,55.45
46482,1578,4,2,Urban,1963,213518,6,135.31
46483,2096,2,3,Rural,1970,227042,5,108.32
46484,2767,2,2,Urban,1993,356872,4,128.97
46485,1700,4,3,Urban,2012,147835,7,86.96
46486,2585,2,2,Suburb,1978,251136,4,97.15
46487,2332,4,2,Suburb,1969,287596,6,123.33
46488,1301,2,1,Suburb,2002,114358,3,87.9
46489,2331,5,3,Rural,1967,192798,8,82.71
46490,1123,3,1,Suburb,1970,92321,4,82.21
46491,1668,4,3,Urban,1955,149092,7,89.38
46492,2284,2,1,Suburb,1999,227768,3,99.72
46493,1194,4,2,Suburb,1953,169841,6,142.25
46494,1841,5,3,Rural,1986,210442,8,114.31
46495,1350,4,3,Suburb,1964,175683,7,130.14
46496,2866,2,3,Rural,1993,394037,5,137.49
46497,2791,2,2,Urban,1958,280245,4,100.41
46498,2959,4,2,Suburb,2012,259998,6,87.87
46499,1488,4,3,Urban,1987,224757,7,151.05
46500,1199,2,1,Suburb,1954,113773,3,94.89
46501,1883,5,1,Suburb,1983,185818,6,98.68
46502,1507,5,2,Suburb,2010,220992,7,146.64
46503,1897,5,2,Rural,1976,174353,7,91.91
46504,2603,3,1,Urban,2014,281268,4,108.06
46505,1445,3,1,Rural,1960,130000,4,89.97
46506,1079,3,2,Rural,2002,93996,5,87.11
46507,1744,4,1,Suburb,2012,282832,5,162.17
46508,1697,3,1,Urban,2002,103061,4,60.73
46509,2640,4,1,Urban,1986,278431,5,105.47
46510,2492,5,2,Urban,1962,347189,7,139.32
46511,2860,2,1,Rural,1988,234367,3,81.95
46512,2465,3,3,Suburb,1978,216608,6,87.87
46513,1930,2,2,Suburb,2003,169956,4,88.06
46514,1653,3,3,Suburb,2010,224541,6,135.84
46515,2934,3,3,Urban,1997,270093,6,92.06
46516,1901,2,1,Suburb,1977,182681,3,96.1
46517,1271,5,3,Suburb,1998,72521,8,57.06
46518,2366,5,2,Suburb,1962,275693,7,116.52
46519,1123,5,2,Suburb,1999,155329,7,138.32
46520,2246,2,2,Urban,2019,291053,4,129.59
46521,2513,4,2,Urban,2005,275426,6,109.6
46522,1685,2,1,Urban,1965,254291,3,150.91
46523,2726,4,2,Suburb,1964,208495,6,76.48
46524,1651,5,3,Suburb,1959,173611,8,105.16
46525,1296,4,1,Rural,1960,176036,5,135.83
46526,2142,5,2,Rural,1986,209739,7,97.92
46527,1786,5,3,Urban,2005,169884,8,95.12
46528,2099,5,3,Rural,1972,190179,8,90.6
46529,1620,5,2,Rural,1963,203669,7,125.72
46530,2654,2,2,Rural,2013,308092,4,116.09
46531,1972,3,3,Suburb,2003,242739,6,123.09
46532,1880,3,3,Urban,1959,205178,6,109.14
46533,2281,3,2,Suburb,1957,259088,5,113.59
46534,2555,2,3,Urban,1975,374610,5,146.62
46535,2654,5,2,Urban,1951,251415,7,94.73
46536,1350,5,1,Urban,1981,134715,6,99.79
46537,2672,5,1,Suburb,1977,316580,6,118.48
46538,2300,3,2,Suburb,1984,215935,5,93.88
46539,1254,5,2,Suburb,1999,138828,7,110.71
46540,2287,4,2,Rural,2016,261849,6,114.49
46541,1678,2,3,Suburb,1990,232188,5,138.37
46542,2700,5,3,Rural,2005,311840,8,115.5
46543,1028,5,1,Rural,1953,193479,6,188.21
46544,1466,5,2,Urban,1968,107892,7,73.6
46545,2058,4,2,Rural,1966,249558,6,121.26
46546,1748,5,2,Rural,1958,130303,7,74.54
46547,2317,3,3,Rural,1954,151323,6,65.31
46548,1601,5,2,Rural,1979,178557,7,111.53
46549,2226,3,3,Urban,2005,265552,6,119.3
46550,1739,3,1,Rural,2015,198702,4,114.26
46551,1930,5,2,Rural,1969,204901,7,106.17
46552,2091,4,2,Suburb,1985,225998,6,108.08
46553,1130,3,3,Urban,1992,125943,6,111.45
46554,2900,5,2,Rural,2016,277277,7,95.61
46555,1110,5,3,Suburb,1966,56183,8,50.62
46556,1523,4,2,Urban,1992,159985,6,105.05
46557,2311,5,1,Suburb,1963,254358,6,110.06
46558,1686,2,2,Rural,1974,208143,4,123.45
46559,1830,2,3,Suburb,1988,195774,5,106.98
46560,1665,2,2,Urban,2001,327740,4,196.84
46561,2066,5,3,Rural,1985,217632,8,105.34
46562,1874,3,2,Urban,1960,188426,5,100.55
46563,2740,4,3,Rural,2012,258963,7,94.51
46564,2707,5,2,Rural,2002,308145,7,113.83
46565,2317,3,1,Rural,1966,267321,4,115.37
46566,1284,5,2,Urban,2020,241675,7,188.22
46567,1822,2,3,Suburb,1951,271052,5,148.77
46568,1563,2,1,Urban,1959,153986,3,98.52
46569,2650,3,1,Suburb,1978,330066,4,124.55
46570,1018,3,3,Rural,2014,109476,6,107.54
46571,2530,3,3,Rural,1968,283998,6,112.25
46572,1546,4,2,Rural,1968,127732,6,82.62
46573,1047,3,1,Suburb,2008,180037,4,171.96
46574,2768,2,3,Suburb,2009,237656,5,85.86
46575,1218,2,2,Urban,2005,103759,4,85.19
46576,2645,4,2,Urban,1963,251447,6,95.07
46577,1765,5,3,Rural,1951,245198,8,138.92
46578,2211,3,1,Suburb,1990,201668,4,91.21
46579,1030,4,3,Suburb,2019,53404,7,51.85
46580,1258,5,2,Urban,1999,231658,7,184.15
46581,2698,5,3,Suburb,2015,297657,8,110.33
46582,2367,3,2,Suburb,2004,327135,5,138.21
46583,1307,2,3,Rural,1969,154717,5,118.38
46584,2094,3,3,Urban,1987,181329,6,86.59
46585,1306,3,1,Urban,2004,50967,4,39.03
46586,1567,2,1,Rural,1970,249656,3,159.32
46587,2122,2,2,Urban,1965,241514,4,113.81
46588,1020,2,1,Rural,1976,199323,3,195.41
46589,2920,5,3,Rural,2002,302834,8,103.71
46590,2643,5,1,Urban,1957,237573,6,89.89
46591,2588,3,3,Urban,2021,244524,6,94.48
46592,2029,4,3,Rural,2014,245928,7,121.21
46593,1230,3,2,Urban,1997,145704,5,118.46
46594,1081,4,1,Rural,1972,131491,5,121.64
46595,1957,3,2,Suburb,2020,206506,5,105.52
46596,1216,3,3,Urban,1990,168539,6,138.6
46597,1334,3,3,Rural,1967,148803,6,111.55
46598,1558,5,2,Rural,1978,228489,7,146.66
46599,1863,3,2,Suburb,1979,198156,5,106.36
46600,1873,4,2,Rural,1972,232746,6,124.26
46601,1752,5,3,Rural,1965,257986,8,147.25
46602,2713,3,1,Urban,1982,309991,4,114.26
46603,1593,2,3,Suburb,1952,158996,5,99.81
46604,2822,5,3,Rural,2000,316689,8,112.22
46605,1703,2,3,Suburb,1959,208610,5,122.5
46606,1924,3,3,Urban,1980,185877,6,96.61
46607,2678,4,1,Suburb,1952,271088,5,101.23
46608,2849,2,3,Rural,1984,310457,5,108.97
46609,2814,2,2,Rural,1982,280564,4,99.7
46610,2957,5,1,Suburb,2001,482577,6,163.2
46611,1552,2,2,Rural,2004,131029,4,84.43
46612,2482,3,2,Suburb,1989,226843,5,91.4
46613,1782,5,3,Urban,1984,188496,8,105.78
46614,1086,2,1,Urban,1985,192222,3,177.0
46615,2538,4,3,Suburb,2006,315613,7,124.36
46616,2746,5,1,Urban,2004,311406,6,113.4
46617,1512,4,1,Rural,1979,177502,5,117.4
46618,1983,4,2,Rural,1963,220356,6,111.12
46619,2008,5,1,Urban,1992,181305,6,90.29
46620,1586,2,2,Suburb,1992,168553,4,106.28
46621,2501,2,3,Urban,1993,300207,5,120.03
46622,1497,4,2,Suburb,2000,156349,6,104.44
46623,1906,2,2,Urban,2005,175122,4,91.88
46624,1955,5,1,Urban,1952,222677,6,113.9
46625,1742,4,1,Suburb,1986,131206,5,75.32
46626,1448,3,2,Urban,1960,14620,5,10.1
46627,1587,3,3,Rural,1988,163774,6,103.2
46628,1259,3,2,Rural,1968,171973,5,136.59
46629,2560,2,3,Rural,2019,122103,5,47.7
46630,2223,3,3,Urban,1964,226083,6,101.7
46631,1462,3,1,Urban,2012,263696,4,180.37
46632,2962,4,3,Urban,2007,267597,7,90.34
46633,1093,5,2,Urban,1972,82332,7,75.33
46634,2020,4,1,Urban,1971,319330,5,158.08
46635,2959,4,1,Suburb,1990,249975,5,84.48
46636,2375,3,1,Rural,1974,240410,4,101.23
46637,2131,4,3,Suburb,1996,243132,7,114.09
46638,1354,3,2,Rural,1963,154011,5,113.75
46639,1468,2,2,Suburb,1994,173059,4,117.89
46640,1094,3,1,Suburb,1980,150947,4,137.98
46641,1867,5,3,Rural,1969,197257,8,105.65
46642,1090,4,2,Urban,2007,154121,6,141.4
46643,2067,5,3,Rural,1982,273148,8,132.15
46644,2479,5,1,Rural,2013,247802,6,99.96
46645,1954,4,2,Urban,1953,290904,6,148.88
46646,1383,4,2,Suburb,1961,201281,6,145.54
46647,1022,4,3,Urban,2000,41299,7,40.41
46648,2725,5,3,Rural,2002,330441,8,121.26
46649,1022,2,1,Suburb,1996,60265,3,58.97
46650,2257,5,1,Urban,1989,227196,6,100.66
46651,2721,2,2,Urban,1985,212993,4,78.28
46652,1310,3,2,Suburb,1966,229544,5,175.22
46653,2440,4,1,Rural,1993,276646,5,113.38
46654,2356,5,2,Rural,1963,325392,7,138.11
46655,1574,2,2,Suburb,1967,107546,4,68.33
46656,1102,2,3,Suburb,1971,123547,5,112.11
46657,1499,2,2,Rural,1974,189804,4,126.62
46658,1827,4,3,Rural,1958,204775,7,112.08
46659,2506,2,1,Suburb,1964,269140,3,107.4
46660,1188,4,1,Urban,1985,80776,5,67.99
46661,2871,5,1,Suburb,1995,300247,6,104.58
46662,1459,2,3,Urban,2017,163935,5,112.36
46663,1188,2,1,Urban,1953,121980,3,102.68
46664,1350,4,3,Rural,2008,130245,7,96.48
46665,1580,4,2,Rural,2021,191790,6,121.39
46666,1113,5,3,Urban,1983,258836,8,232.56
46667,1103,4,2,Suburb,1997,85081,6,77.14
46668,1619,5,1,Suburb,2011,125107,6,77.27
46669,2531,5,2,Suburb,2021,354850,7,140.2
46670,2368,2,2,Rural,1961,240396,4,101.52
46671,2044,3,1,Urban,1986,265827,4,130.05
46672,1386,3,2,Urban,1962,159530,5,115.1
46673,1943,4,2,Suburb,2018,119600,6,61.55
46674,2801,4,3,Suburb,1950,342947,7,122.44
46675,1854,3,2,Urban,1974,156304,5,84.31
46676,2232,5,1,Suburb,1962,281526,6,126.13
46677,2705,3,3,Rural,1960,256457,6,94.81
46678,1482,5,2,Urban,2012,146345,7,98.75
46679,1472,5,1,Rural,1978,145204,6,98.64
46680,2729,4,3,Rural,1978,352281,7,129.09
46681,1858,4,3,Rural,1957,275912,7,148.5
46682,1941,4,2,Urban,1958,307964,6,158.66
46683,1392,3,3,Suburb,1988,129467,6,93.01
46684,2658,3,3,Rural,1990,302041,6,113.63
46685,2712,3,1,Rural,2003,257492,4,94.95
46686,1515,5,1,Rural,1974,120843,6,79.76
46687,2211,4,3,Rural,2011,276947,7,125.26
46688,1345,2,3,Suburb,2004,172814,5,128.49
46689,2375,3,3,Urban,1968,225487,6,94.94
46690,1540,2,3,Suburb,2014,164892,5,107.07
46691,2621,2,3,Rural,1981,289023,5,110.27
46692,1046,3,1,Suburb,1974,125463,4,119.95
46693,2100,3,1,Rural,2000,266242,4,126.78
46694,1342,3,3,Rural,1963,130309,6,97.1
46695,2214,4,2,Urban,1986,237817,6,107.42
46696,1542,2,2,Urban,2017,271124,4,175.83
46697,1818,5,2,Rural,2015,199628,7,109.81
46698,2704,2,1,Urban,1959,221389,3,81.87
46699,2059,5,3,Rural,1954,205413,8,99.76
46700,1756,2,2,Suburb,1991,162468,4,92.52
46701,2447,2,2,Rural,1980,247295,4,101.06
46702,1350,4,2,Suburb,2015,94261,6,69.82
46703,1187,5,3,Rural,2016,226837,8,191.1
46704,2550,3,3,Urban,2014,333777,6,130.89
46705,1333,3,1,Suburb,1968,201187,4,150.93
46706,1482,4,3,Suburb,1993,216790,7,146.28
46707,2239,3,1,Urban,1959,240802,4,107.55
46708,2181,2,2,Rural,2013,315623,4,144.71
46709,2949,4,1,Urban,1989,281585,5,95.48
46710,1666,5,1,Rural,1996,230671,6,138.46
46711,2264,4,3,Suburb,1999,271250,7,119.81
46712,1295,2,2,Urban,2015,89880,4,69.41
46713,2485,4,1,Rural,1993,238043,5,95.79
46714,1044,2,2,Suburb,1967,132531,4,126.95
46715,1494,4,2,Suburb,2003,225680,6,151.06
46716,2994,5,3,Urban,2013,419550,8,140.13
46717,1174,5,2,Suburb,2014,157453,7,134.12
46718,2003,3,1,Rural,2010,152460,4,76.12
46719,2369,2,2,Rural,2018,323386,4,136.51
46720,1055,3,2,Urban,2018,87135,5,82.59
46721,2589,4,2,Urban,1960,278369,6,107.52
46722,1340,4,3,Suburb,1982,191082,7,142.6
46723,2800,4,3,Suburb,1986,333232,7,119.01
46724,2909,4,2,Rural,2021,289323,6,99.46
46725,2774,5,2,Rural,2015,318206,7,114.71
46726,2856,4,2,Suburb,1968,304098,6,106.48
46727,2131,5,2,Urban,2018,339552,7,159.34
46728,2733,3,1,Suburb,1993,361249,4,132.18
46729,2920,5,2,Urban,1971,276738,7,94.77
46730,1213,5,2,Suburb,1961,80685,7,66.52
46731,2522,2,1,Rural,2007,290942,3,115.36
46732,1757,4,2,Rural,2004,253905,6,144.51
46733,2420,4,3,Suburb,1963,247729,7,102.37
46734,1549,4,1,Urban,1992,197446,5,127.47
46735,1496,3,3,Urban,1992,193595,6,129.41
46736,1172,4,3,Rural,1998,59475,7,50.75
46737,1104,4,2,Rural,1998,205455,6,186.1
46738,2575,4,3,Rural,2000,312984,7,121.55
46739,1478,2,1,Rural,1958,193622,3,131.0
46740,2422,5,3,Suburb,1974,268980,8,111.06
46741,1433,2,1,Suburb,2006,33698,3,23.52
46742,1641,4,3,Rural,2000,226827,7,138.22
46743,1692,5,1,Urban,1964,217385,6,128.48
46744,1990,2,2,Urban,2021,164284,4,82.55
46745,1921,4,2,Suburb,1951,233836,6,121.73
46746,1193,4,3,Rural,1954,145117,7,121.64
46747,1842,2,3,Rural,1997,153948,5,83.58
46748,1800,5,2,Rural,1951,197354,7,109.64
46749,2489,5,2,Urban,1950,313670,7,126.02
46750,2364,2,1,Urban,2012,245102,3,103.68
46751,1058,4,2,Rural,1977,143030,6,135.19
